id,display_name,national_dex_number,display_dex_id,variant_index,variant_of,variant_kind,variant_label,generation,enabled,enabled_for_character_creation,mechanical_completeness,types,base_stats,height,weight,gender_ratio,egg_groups,habitats,source_id,source_page,needs_review,reference_validation
slaking,Slaking,,,,,,,,True,True,complete,"[""Normal""]","{""hp"":15,""attack"":16,""defense"":10,""special_attack"":10,""special_defense"":7,""speed"":10}","{""raw"":""6' 7\"" / 2m (Large)"",""meters"":2.0,""size_class"":""Large""}","{""raw"":""287.7 lbs / 130.5kg (5)"",""kg"":130.5,""weight_class"":5}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Field""]","[""Forest"",""Rainforest"",""Taiga""]",gen8,223,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
slakoth,Slakoth,,,,,,,,True,True,complete,"[""Normal""]","{""hp"":6,""attack"":6,""defense"":6,""special_attack"":4,""special_defense"":4,""speed"":3}","{""raw"":""2' 7\"" / 0.8m (Small)"",""meters"":0.8,""size_class"":""Small""}","{""raw"":""52.9 lbs / 24kg (2)"",""kg"":24.0,""weight_class"":2}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Field""]","[""Forest"",""Rainforest"",""Taiga""]",gen8,221,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
sliggoo,Sliggoo,,,,,,,,True,True,complete,"[""Dragon""]","{""hp"":7,""attack"":8,""defense"":5,""special_attack"":8,""special_defense"":11,""speed"":6}","{""raw"":""2' 7\"" / 0.8m (Small)"",""meters"":0.8,""size_class"":""Small""}","{""raw"":""38.6 lbs / 17.5kg (2)"",""kg"":17.5,""weight_class"":2}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Dragon""]","[""Marsh"",""Rainforest""]",gen8,857,False,"{""unresolved_abilities"":0,""unresolved_move_references"":3,""unresolved_capabilities"":1}"
slowbro,Slowbro,,,,,,,,True,True,complete,"[""Water"",""Psychic""]","{""hp"":10,""attack"":8,""defense"":11,""special_attack"":10,""special_defense"":8,""speed"":3}","{""raw"":""5' 3\"" / 1.6m (Medium)"",""meters"":1.6,""size_class"":""Medium""}","{""raw"":""173.1 lbs / 78.5kg (4)"",""kg"":78.5,""weight_class"":4}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Monster"",""Water 1""]","[""Beach"",""Freshwater""]",gen8,628,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
slowking,Slowking,,,,,,,,True,True,complete,"[""Water"",""Psychic""]","{""hp"":10,""attack"":8,""defense"":8,""special_attack"":10,""special_defense"":11,""speed"":3}","{""raw"":""6' 7\"" / 2m (Medium)"",""meters"":2.0,""size_class"":""Medium""}","{""raw"":""175.3 lbs / 79.5kg (4)"",""kg"":79.5,""weight_class"":4}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Monster"",""Water 1""]","[""Beach"",""Freshwater""]",gen8,629,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
slowpoke,Slowpoke,,,,,,,,True,True,complete,"[""Water"",""Psychic""]","{""hp"":9,""attack"":7,""defense"":7,""special_attack"":4,""special_defense"":4,""speed"":2}","{""raw"":""3' 11\"" / 1.2m (Medium)"",""meters"":1.2,""size_class"":""Medium""}","{""raw"":""79.4 lbs / 36kg (3)"",""kg"":36.0,""weight_class"":3}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Monster"",""Water 1""]","[""Beach"",""Freshwater""]",gen8,627,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
slugma,Slugma,,,,,,,,True,True,complete,"[""Fire""]","{""hp"":4,""attack"":4,""defense"":4,""special_attack"":7,""special_defense"":4,""speed"":2}","{""raw"":""2' 4\"" / 0.7m (Small)"",""meters"":0.7,""size_class"":""Small""}","{""raw"":""77.2 lbs / 35kg (3)"",""kg"":35.0,""weight_class"":3}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Indeterminate""]","[""Cave"",""Mountain""]",gen8,412,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
slurpuff,Slurpuff,,,,,,,,True,True,complete,"[""Fairy""]","{""hp"":8,""attack"":8,""defense"":9,""special_attack"":9,""special_defense"":8,""speed"":7}","{""raw"":""2' 7\"" / 0.8m (Small)"",""meters"":0.8,""size_class"":""Small""}","{""raw"":""11 lbs / 5kg (1)"",""kg"":5.0,""weight_class"":1}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Fairy""]","[""Grassland""]",gen8,383,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
smeargle,Smeargle,,,,,,,,True,True,complete,"[""Normal""]","{""hp"":6,""attack"":2,""defense"":4,""special_attack"":2,""special_defense"":5,""speed"":8}","{""raw"":""3' 11\"" / 1.2m (Medium)"",""meters"":1.2,""size_class"":""Medium""}","{""raw"":""127.9 lbs / 58kg (4)"",""kg"":58.0,""weight_class"":4}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Field""]","[""Cave"",""Forest"",""Mountain"",""Urban""]",gen8,731,False,"{""unresolved_abilities"":0,""unresolved_move_references"":1,""unresolved_capabilities"":0}"
smoochum,Smoochum,,,,,,,,True,True,complete,"[""Ice"",""Psychic""]","{""hp"":5,""attack"":3,""defense"":2,""special_attack"":9,""special_defense"":7,""speed"":7}","{""raw"":""1' 4\"" / 0.4m (Small)"",""meters"":0.4,""size_class"":""Small""}","{""raw"":""13.2 lbs / 6kg (1)"",""kg"":6.0,""weight_class"":1}","{""raw"":""0% M / 100% F"",""male_percent"":0.0,""female_percent"":100.0,""genderless"":false}","[""Humanshape""]","[""Taiga"",""Tundra"",""Urban""]",gen8,502,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
sneasel,Sneasel,,,,,,,,True,True,complete,"[""Dark"",""Ice""]","{""hp"":6,""attack"":10,""defense"":6,""special_attack"":4,""special_defense"":8,""speed"":12}","{""raw"":""2' 11\"" / 0.9m (Small)"",""meters"":0.9,""size_class"":""Small""}","{""raw"":""61.7 lbs / 28kg (3)"",""kg"":28.0,""weight_class"":3}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Field""]","[""Cave"",""Taiga"",""Tundra""]",gen8,346,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
snivy,Snivy,,,,,,,,True,True,complete,"[""Grass""]","{""hp"":5,""attack"":5,""defense"":6,""special_attack"":5,""special_defense"":6,""speed"":6}","{""raw"":""2' 0\"" / 0.6m (Small)"",""meters"":0.6,""size_class"":""Small""}","{""raw"":""17.9 lbs / 8.1kg (1)"",""kg"":8.1,""weight_class"":1}","{""raw"":""87.5% M / 12.5% F"",""male_percent"":87.5,""female_percent"":12.5,""genderless"":false}","[""Field"",""Plant""]","[""Forest"",""Rainforest""]",gen8,28,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
snom,Snom,,,,,,,,True,True,complete,"[""Ice"",""Bug""]","{""hp"":3,""attack"":3,""defense"":4,""special_attack"":5,""special_defense"":3,""speed"":2}","{""raw"":""1' 0\"" / 0.3m (Small)"",""meters"":0.3,""size_class"":""Small""}","{""raw"":""8.4 lbs / 3.8kg (1)"",""kg"":3.8,""weight_class"":1}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Bug""]","[""Taiga"",""Tundra""]",gen8,511,False,"{""unresolved_abilities"":0,""unresolved_move_references"":2,""unresolved_capabilities"":0}"
snorlax,Snorlax,,,,,,,,True,True,complete,"[""Normal""]","{""hp"":16,""attack"":11,""defense"":7,""special_attack"":7,""special_defense"":11,""speed"":3}","{""raw"":""6' 11\"" / 2.1m (Large)"",""meters"":2.1,""size_class"":""Large""}","{""raw"":""1014.1 lbs / 460kg (6)"",""kg"":460.0,""weight_class"":6}","{""raw"":""87.5% M / 12.5% F"",""male_percent"":87.5,""female_percent"":12.5,""genderless"":false}","[""Monster""]","[""Forest"",""Mountain"",""Taiga"",""Urban""]",gen8,524,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
snorunt,Snorunt,,,,,,,,True,True,complete,"[""Ice""]","{""hp"":5,""attack"":5,""defense"":5,""special_attack"":5,""special_defense"":5,""speed"":5}","{""raw"":""2' 4\"" / 0.7m (Small)"",""meters"":0.7,""size_class"":""Small""}","{""raw"":""37 lbs / 16.8kg (2)"",""kg"":16.8,""weight_class"":2}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Fairy"",""Mineral""]","[""Cave"",""Taiga"",""Tundra""]",gen8,504,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
snover,Snover,,,,,,,,True,True,complete,"[""Grass"",""Ice""]","{""hp"":6,""attack"":6,""defense"":5,""special_attack"":6,""special_defense"":6,""speed"":4}","{""raw"":""3' 3\"" / 1m (Medium)"",""meters"":1.0,""size_class"":""Medium""}","{""raw"":""111.3 lbs / 50.5kg (4)"",""kg"":50.5,""weight_class"":4}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Monster"",""Plant""]","[""Taiga""]",gen8,456,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
snubbull,Snubbull,,,,,,,,True,True,complete,"[""Fairy""]","{""hp"":6,""attack"":8,""defense"":5,""special_attack"":4,""special_defense"":4,""speed"":3}","{""raw"":""2' 0\"" / 0.6m (Small)"",""meters"":0.6,""size_class"":""Small""}","{""raw"":""17.2 lbs / 7.8kg (1)"",""kg"":7.8,""weight_class"":1}","{""raw"":""25% M / 75% F"",""male_percent"":25.0,""female_percent"":75.0,""genderless"":false}","[""Field"",""Fairy""]","[""Forest"",""Urban""]",gen8,378,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
sobble,Sobble,,,,,,,,True,True,complete,"[""Water""]","{""hp"":5,""attack"":4,""defense"":4,""special_attack"":7,""special_defense"":4,""speed"":7}","{""raw"":""1' 0\"" / 0.3m (Small)"",""meters"":0.3,""size_class"":""Small""}","{""raw"":""8.8 lbs / 4kg (1)"",""kg"":4.0,""weight_class"":1}","{""raw"":""87.5% M / 12.5% F"",""male_percent"":87.5,""female_percent"":12.5,""genderless"":false}","[""Water 1"",""Field""]","[""Freshwater"",""Marsh""]",gen8,85,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
solgaleo,Solgaleo,,,,,,,,True,True,complete,"[""Psychic"",""Steel""]","{""hp"":14,""attack"":14,""defense"":11,""special_attack"":11,""special_defense"":9,""speed"":10}","{""raw"":""11' 2\"" / 3.4m (Huge)"",""meters"":3.4,""size_class"":""Huge""}","{""raw"":""507.1 lbs / 230kg (6)"",""kg"":230.0,""weight_class"":6}","{""raw"":""No Gender"",""genderless"":true,""male_percent"":0.0,""female_percent"":0.0}","[""None""]","[""Ultra Space""]",gen8,942,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
solosis,Solosis,,,,,,,,True,True,complete,"[""Psychic""]","{""hp"":5,""attack"":3,""defense"":4,""special_attack"":11,""special_defense"":5,""speed"":2}","{""raw"":""1' 0\"" / 0.3m (Small)"",""meters"":0.3,""size_class"":""Small""}","{""raw"":""2.2 lbs / 1kg (1)"",""kg"":1.0,""weight_class"":1}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Indeterminate""]","[""Cave"",""Forest""]",gen8,262,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
solrock,Solrock,,,,,,,,True,True,complete,"[""Rock"",""Psychic""]","{""hp"":9,""attack"":10,""defense"":9,""special_attack"":6,""special_defense"":7,""speed"":7}","{""raw"":""3' 11\"" / 1.2m (Medium)"",""meters"":1.2,""size_class"":""Medium""}","{""raw"":""339.5 lbs / 154kg (5)"",""kg"":154.0,""weight_class"":5}","{""raw"":""No Gender"",""genderless"":true,""male_percent"":0.0,""female_percent"":0.0}","[""Mineral""]","[""Cave"",""Mountain""]",gen8,750,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":1}"
spearow,Spearow,,,,,,,,True,True,complete,"[""Normal"",""Flying""]","{""hp"":4,""attack"":6,""defense"":3,""special_attack"":3,""special_defense"":3,""speed"":7}","{""raw"":""1' 0\"" / 0.3m (Small)"",""meters"":0.3,""size_class"":""Small""}","{""raw"":""4.4 lbs / 2kg (1)"",""kg"":2.0,""weight_class"":1}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Flying""]","[""Forest"",""Grassland"",""Mountain"",""Urban""]",gen8,515,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
spewpa,Spewpa,,,,,,,,True,True,complete,"[""Bug""]","{""hp"":5,""attack"":2,""defense"":6,""special_attack"":3,""special_defense"":3,""speed"":3}","{""raw"":""1' 0\"" / 0.3m (Small)"",""meters"":0.3,""size_class"":""Small""}","{""raw"":""18.5 lbs / 8.4kg (1)"",""kg"":8.4,""weight_class"":1}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Bug""]","[""Forest"",""Grassland""]",gen8,106,False,"{""unresolved_abilities"":0,""unresolved_move_references"":2,""unresolved_capabilities"":0}"
spheal,Spheal,,,,,,,,True,True,complete,"[""Ice"",""Water""]","{""hp"":7,""attack"":4,""defense"":5,""special_attack"":6,""special_defense"":5,""speed"":3}","{""raw"":""2' 7\"" / 0.8m (Small)"",""meters"":0.8,""size_class"":""Small""}","{""raw"":""87.1 lbs / 39.5kg (3)"",""kg"":39.5,""weight_class"":3}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Water 1"",""Field""]","[""Ocean"",""Tundra""]",gen8,203,False,"{""unresolved_abilities"":0,""unresolved_move_references"":1,""unresolved_capabilities"":0}"
spinarak,Spinarak,,,,,,,,True,True,complete,"[""Bug"",""Poison""]","{""hp"":4,""attack"":6,""defense"":4,""special_attack"":4,""special_defense"":4,""speed"":3}","{""raw"":""1' 8\"" / 0.5m (Small)"",""meters"":0.5,""size_class"":""Small""}","{""raw"":""18.7 lbs / 8.5kg (1)"",""kg"":8.5,""weight_class"":1}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Bug""]","[""Forest"",""Rainforest""]",gen8,310,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
spinda,Spinda,,,,,,,,True,True,complete,"[""Normal""]","{""hp"":6,""attack"":6,""defense"":6,""special_attack"":6,""special_defense"":6,""speed"":6}","{""raw"":""3' 7\"" / 1.1m (Medium)"",""meters"":1.1,""size_class"":""Medium""}","{""raw"":""11 lbs / 5kg (1)"",""kg"":5.0,""weight_class"":1}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Field"",""Humanshape""]","[""Forest"",""Grassland""]",gen8,733,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
spiritomb,Spiritomb,,,,,,,,True,True,complete,"[""Ghost"",""Dark""]","{""hp"":5,""attack"":9,""defense"":11,""special_attack"":9,""special_defense"":11,""speed"":4}","{""raw"":""3' 3\"" / 1m (Medium)"",""meters"":1.0,""size_class"":""Medium""}","{""raw"":""238.1 lbs / 108kg (5)"",""kg"":108.0,""weight_class"":5}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Indeterminate""]","[""Cave"",""Forest"",""Urban""]",gen8,714,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
spoink,Spoink,,,,,,,,True,True,complete,"[""Psychic""]","{""hp"":6,""attack"":3,""defense"":4,""special_attack"":7,""special_defense"":8,""speed"":6}","{""raw"":""2' 4\"" / 0.7m (Small)"",""meters"":0.7,""size_class"":""Small""}","{""raw"":""67.5 lbs / 30.6kg (3)"",""kg"":30.6,""weight_class"":3}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Field""]","[""Forest"",""Grassland"",""Taiga""]",gen8,594,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
spritzee,Spritzee,,,,,,,,True,True,complete,"[""Fairy""]","{""hp"":8,""attack"":5,""defense"":6,""special_attack"":6,""special_defense"":7,""speed"":2}","{""raw"":""0' 8\"" / 0.2m (Small)"",""meters"":0.2,""size_class"":""Small""}","{""raw"":""1.1 lbs / 0.5kg (1)"",""kg"":0.5,""weight_class"":1}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Fairy""]","[""Grassland"",""Forest""]",gen8,380,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
squirtle,Squirtle,,,,,,,,True,True,complete,"[""Water""]","{""hp"":4,""attack"":5,""defense"":7,""special_attack"":5,""special_defense"":6,""speed"":4}","{""raw"":""1' 8\"" / 0.5m (Small)"",""meters"":0.5,""size_class"":""Small""}","{""raw"":""19.8 lbs / 9kg (1)"",""kg"":9.0,""weight_class"":1}","{""raw"":""87.5% M / 12.5% F"",""male_percent"":87.5,""female_percent"":12.5,""genderless"":false}","[""Monster"",""Water 1""]","[""Beach"",""Freshwater"",""Ocean""]",gen8,64,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
stakataka,Stakataka,,,,,,,,True,True,complete,"[""Rock"",""Steel""]","{""hp"":6,""attack"":13,""defense"":21,""special_attack"":5,""special_defense"":10,""speed"":1}","{""raw"":""18' 1\"" / 5.5m (Huge)"",""meters"":5.5,""size_class"":""Huge""}","{""raw"":""1087.8 lbs / 820kg (6)"",""kg"":820.0,""weight_class"":6}","{""raw"":""No Gender"",""genderless"":true,""male_percent"":0.0,""female_percent"":0.0}","[""None""]","[""Ultra Space""]",gen8,956,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
stantler,Stantler,,,,,,,,True,True,complete,"[""Normal""]","{""hp"":7,""attack"":10,""defense"":6,""special_attack"":9,""special_defense"":7,""speed"":9}","{""raw"":""4' 7\"" / 1.4m (Medium)"",""meters"":1.4,""size_class"":""Medium""}","{""raw"":""157 lbs / 71.2kg (4)"",""kg"":71.2,""weight_class"":4}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Field""]","[""Forest"",""Taiga""]",gen8,730,False,"{""unresolved_abilities"":0,""unresolved_move_references"":2,""unresolved_capabilities"":0}"
staraptor,Staraptor,,,,,,,,True,True,complete,"[""Normal"",""Flying""]","{""hp"":9,""attack"":12,""defense"":7,""special_attack"":5,""special_defense"":6,""speed"":10}","{""raw"":""3' 11\"" / 1.2m (Medium)"",""meters"":1.2,""size_class"":""Medium""}","{""raw"":""54.9 lbs / 24.9kg (2)"",""kg"":24.9,""weight_class"":2}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Flying""]","[""Forest"",""Grassland""]",gen8,229,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
staravia,Staravia,,,,,,,,True,True,complete,"[""Normal"",""Flying""]","{""hp"":6,""attack"":8,""defense"":5,""special_attack"":4,""special_defense"":4,""speed"":8}","{""raw"":""2' 0\"" / 0.6m (Small)"",""meters"":0.6,""size_class"":""Small""}","{""raw"":""34.2 lbs / 15.5kg (2)"",""kg"":15.5,""weight_class"":2}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Flying""]","[""Forest"",""Grassland"",""Urban""]",gen8,228,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
starly,Starly,,,,,,,,True,True,complete,"[""Normal"",""Flying""]","{""hp"":4,""attack"":6,""defense"":3,""special_attack"":3,""special_defense"":3,""speed"":6}","{""raw"":""1' 0\"" / 0.3m (Small)"",""meters"":0.3,""size_class"":""Small""}","{""raw"":""4.4 lbs / 2kg (1)"",""kg"":2.0,""weight_class"":1}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Flying""]","[""Forest"",""Grassland"",""Urban""]",gen8,227,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
starmie,Starmie,,,,,,,,True,True,complete,"[""Water"",""Psychic""]","{""hp"":6,""attack"":8,""defense"":9,""special_attack"":10,""special_defense"":9,""speed"":12}","{""raw"":""3' 7\"" / 1.1m (Medium)"",""meters"":1.1,""size_class"":""Medium""}","{""raw"":""176.4 lbs / 80kg (4)"",""kg"":80.0,""weight_class"":4}","{""raw"":""Hermaphrodite""}","[""Water 3""]","[""Ocean""]",gen8,639,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
staryu,Staryu,,,,,,,,True,True,complete,"[""Water""]","{""hp"":3,""attack"":5,""defense"":6,""special_attack"":7,""special_defense"":6,""speed"":9}","{""raw"":""2' 7\"" / 0.8m (Small)"",""meters"":0.8,""size_class"":""Small""}","{""raw"":""76.1 lbs / 34.5kg (3)"",""kg"":34.5,""weight_class"":3}","{""raw"":""Hermaphrodite""}","[""Water 3""]","[""Ocean""]",gen8,638,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
steelix,Steelix,,,,,,,,True,True,complete,"[""Steel"",""Ground""]","{""hp"":8,""attack"":9,""defense"":20,""special_attack"":6,""special_defense"":7,""speed"":3}","{""raw"":""30' 2\"" / 9.2m (Gigantic)"",""meters"":9.2,""size_class"":""Gigantic""}","{""raw"":""881.1 lbs / 400kg (6)"",""kg"":400.0,""weight_class"":6}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Mineral""]","[""Cave"",""Desert"",""Mountain""]",gen8,608,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
steenee,Steenee,,,,,,,,True,True,complete,"[""Grass""]","{""hp"":5,""attack"":4,""defense"":5,""special_attack"":4,""special_defense"":5,""speed"":6}","{""raw"":""2' 4\"" / 0.7m (Small)"",""meters"":0.7,""size_class"":""Small""}","{""raw"":""18.1 lbs / 8.2kg (1)"",""kg"":8.2,""weight_class"":1}","{""raw"":""0% M / 100% F"",""male_percent"":0.0,""female_percent"":100.0,""genderless"":false}","[""Plant""]","[""Forest"",""Rainforest""]",gen8,189,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
stonjourner,Stonjourner,,,,,,,,True,True,complete,"[""Rock""]","{""hp"":10,""attack"":13,""defense"":14,""special_attack"":2,""special_defense"":2,""speed"":7}","{""raw"":""8' 2\"" / 2.5m (Large)"",""meters"":2.5,""size_class"":""Large""}","{""raw"":""1146.4 lbs / 520kg (5)"",""kg"":520.0,""weight_class"":5}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Mineral""]","[""Grassland"",""Mountain""]",gen8,754,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
stoutland,Stoutland,,,,,,,,True,True,complete,"[""Normal""]","{""hp"":9,""attack"":11,""defense"":9,""special_attack"":5,""special_defense"":9,""speed"":8}","{""raw"":""3' 11\"" / 1.2m (Medium)"",""meters"":1.2,""size_class"":""Medium""}","{""raw"":""134.5 lbs / 61kg (4)"",""kg"":61.0,""weight_class"":4}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Field""]","[""Grassland"",""Urban""]",gen8,232,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
stufful,Stufful,,,,,,,,True,True,complete,"[""Normal"",""Fighting""]","{""hp"":7,""attack"":8,""defense"":5,""special_attack"":5,""special_defense"":5,""speed"":5}","{""raw"":""1' 8\"" / 0.5m (Small)"",""meters"":0.5,""size_class"":""Small""}","{""raw"":""15 lbs / 6.8kg (1)"",""kg"":6.8,""weight_class"":1}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Field""]","[""Forest"",""Grassland""]",gen8,559,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
stunfisk,Stunfisk,,,,,,,,True,True,complete,"[""Ground"",""Electric""]","{""hp"":11,""attack"":7,""defense"":8,""special_attack"":8,""special_defense"":10,""speed"":3}","{""raw"":""2' 4\"" / 0.7m (Small)"",""meters"":0.7,""size_class"":""Small""}","{""raw"":""24.3 lbs / 11kg (1)"",""kg"":11.0,""weight_class"":1}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Water 1"",""Indeterminate""]","[""Freshwater"",""Marsh""]",gen8,720,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
stunfisk-galar,STUNFISK Galar,,,,,,,,True,True,complete,"[""Ground"",""Steel""]","{""hp"":11,""attack"":8,""defense"":10,""special_attack"":7,""special_defense"":8,""speed"":3}","{""raw"":""2' 4\"" / 0.7m (Small)"",""meters"":0.7,""size_class"":""Small""}","{""raw"":""45.2 lbs / 20.5kg (2)"",""kg"":20.5,""weight_class"":2}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Water 1"",""Indeterminate""]","[""Cave""]",gen8,812,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
stunky,Stunky,,,,,,,,True,True,complete,"[""Poison"",""Dark""]","{""hp"":6,""attack"":6,""defense"":5,""special_attack"":4,""special_defense"":4,""speed"":7}","{""raw"":""1' 4\"" / 0.4m (Small)"",""meters"":0.4,""size_class"":""Small""}","{""raw"":""42.3 lbs / 19.2kg (2)"",""kg"":19.2,""weight_class"":2}","{""raw"":""50% M / 50% F"",""male_percent"":50.0,""female_percent"":50.0,""genderless"":false}","[""Field""]","[""Forest"",""Grassland""]",gen8,574,False,"{""unresolved_abilities"":0,""unresolved_move_references"":0,""unresolved_capabilities"":0}"
